1055;903;1134;4064;4080;264;4068;188;2016;240;959;2160;2562;29;52;400;3616;1344;251;372;1071;1088;3870;1538;4024;2080;3712;568;1216;542;4060;255;388;3999;635;4084;116;1408;3066;21;1064;992;2028;766;1006;3072;660;530;771;1791;632;567;897;1019;1029;1848;61;1007;7;2295;760;382;1184;2110
226;1808;119;2088;3056;132;137;2184;1054;2944;1029;35;976;186;2051;462;1799;60;672;70;150;100;152;3528;4090;82;1240;1004;2108;64;28;1019;286;1016;30;1052;1953;2480;2240;449;3964;161;2072;3080;1916;2113;29;456;292;4082;1010;1360;2114;325;55;561;27;168;1988;3598;2047;656;1060;47
3960;3870;1040;225;3068;3066;3585;59;1120;385;2017;134;156;153;380;2039;976;576;116;253;1984;1030;387;26;2057;85;1028;2568;254;840;4034;1280;959;49;82;2177;1278;500;3588;2244;529;1026;2480;159;160;2018;656;55;3084;1270;580;512;336;46;704;3071;3200;1279;516;152;2303;1154;352;3008
1275;41;2000;1888;3970;66;112;2544;888;1860;3640;165;507;188;868;3552;3068;608;540;297;2720;1264;984;1056;2055;996;2060;274;2018;196;1184;472;2016;3073;800;249;2049;527;1058;1029;2;900;577;640;261;2160;518;2042;1048;760;481;2210;380;1270;18;546;2550;2176;2303;158;1793;266;4000;143
21;251;2816;502;736;519;216;2104;3984;130;2720;1848;1168;3848;4036;310;1281;768;3068;388;3640;600;3472;4093;1920;3842;1004;2028;1796;259;122;2400;3936;3964;2176;1090;272;1275;386;279;51;1312;548;1472;1856;959;2038;1528;752;464;180;506;3870;945;2017;2559;3056;16;1156;249;2322;784;42;31
2304;1808;2570;4000;1791;0;3952;2312;2112;558;479;1408;56;1544;1188;92;959;1156;496;896;4048;184;74;912;2306;1952;452;2144;253;1200;3712;492;1290;382;446;2172;1282;2128;2054;1539;903;2540;4079;567;764;125;3964;2051;1020;34;536;38;2017;1260;945;895;450;128;1040;383;2016;2295;1796;79
644;1023;2558;2057;381;1848;984;864;137;1030;4078;3970;2944;1952;224;540;991;2113;892;2552;94;752;276;1039;392;35;3073;1988;222;2559;274;247;1535;2065;594;2296;265;280;340;1048;3200;1056;1031;3328;3072;532;2033;574;2034;527;1548;1143;2064;84;1088;128;3456;2054;260;1524;1090;961;232;1080
3104;2268;1548;31;384;194;765;1060;122;161;1904;262;1790;612;3586;3264;270;74;4065;3584;49;1848;258;991;1912;592;3844;104;532;1288;484;200;2060;1018;2084;3848;772;33;2065;1776;968;65;3840;3088;78;3999;1524;561;8;289;1216;868;1905;3640;1793;528;976;3900;239;95;2057;3936;3906;880
2880;104;1;2088;189;2336;1796;594;456;4087;771;492;1184;312;3328;1920;1728;4084;880;3984;1905;3776;1116;482;1680;975;638;800;2174;2556;988;568;3840;1791;672;2306;1038;495;2322;1096;1793;128;2295;3582;720;2008;238;584;4000;208;193;368;74;3071;416;155;3583;255;2033;2305;119;50;265;200
1472;292;2528;2305;1028;522;766;47;1154;2058;864;73;888;2560;34;286;272;1890;961;1200;100;3696;2306;4068;632;381;2142;2159;624;1552;2565;2561;2272;2178;3855;129;249;1778;1144;3904;120;1912;3075;88;3839;1488;1285;2176;4028;479;2976;108;1012;310;3616;131;204;2562;2017;2312;2064;396;2496;1036
1806;1300;1920;800;146;2312;2568;96;315;1052;3071;4048;2039;4028;3904;2552;2320;164;518;507;9;1143;1552;156;2340;527;1033;3586;1136;2880;3585;720;1488;90;2096;36;1776;3528;3066;1015;482;1808;1023;2528;1034;2576;2040;289;2176;2000;545;162;142;310;1012;1890;1532;368;2688;484;961;1006;1016;464
28;4056;51;528;478;4072;1935;3556;1276;624;895;1134;576;513;3824;2108;2045;2320;271;2033;484;640;3900;2104;1122;315;2177;1921;4064;2944;3136;494;263;3976;584;1968;1796;1275;1281;990;2058;952;638;13;250;4095;1632;49;2114;3584;2063;152;450;75;4094;772;764;2322;1052;1791;23;1540;1170;264
1504;895;112;996;1535;2000;1784;506;3073;100;2159;25;94;8;57;1278;264;90;504;620;2063;2480;1096;2014;3808;2039;3200;2560;3976;4065;126;769;2313;2640;12;3598;9;2078;552;2688;120;4068;1848;165;98;975;266;1632;494;261;928;1015;944;3968;641;765;284;3070;44;190;1488;3076;56;1008
